"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"77469","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825,1800,1800,1800,1850,1875,1850,1825,1900,1887,1862.5,1800,1850,1900,1895,1850,1900,1897.5,1895,1800,1750,1797.5
"77388","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1685,1695,1700,1725,1825,1822,1799,1750,1750,1750,1750,1750,1750,1750,1745,1699.5,1725,1760,1795,1835,1849,1845,1800,1785,1790,1795
"30097","Duluth","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,2100,2025,2025,2050,2095,2200,2100,2050,2000,1995,2000,2050,2025,2050,2000,2100,2100,2100,2100,2197.5,2147.5,2100,2100,2150,2175,2200,2200,2300,2295,2300,2239,2100
"77339","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1750,1767.5,1795,1795,1725,1750,1750,1750,1775,1775,1850,1850,1790,1750,1762.5
"34786","Windermere","FL","Orlando-Kissimmee-Sanford","Orange County",136,,,,,,,,,,,,,,1925,2200,2100,2100,2100,2200,2100,2300,2275,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2075,1900,2000,2000,2000,2072.5,1997,1995,2062.5,2095,2097.5,2200,2150,2237.5,2150,2350,2300,2250,2150,2100,2150,2200,2300,2350,2337.5,2397.5,2200,2224.5,2395,2232.5,2295,2312.5,2322.5,2400,2300,2500,2500,2450,2650,2537.5,2475,2425,2300,2400,2425,2500,2400,2400,2447.5,2400,2462.5,2500,2500,2500,2635,2595,2665,2537.5,2500,2650,2500,2458,2550,2450,2495
"34746","Kissimmee","FL","Orlando-Kissimmee-Sanford","Osceola County",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1390,1395,1395,1400,1475,1450,1450,1450,1450,1495,1450,1450,1500,1495,1497.5,1495,1500,1500,1550,1495,1500,1555,1550,1497.5,1500,1495,1595,1500,1597.5,1650,1595,1500,1550,1600,1599.5,1537.5,1550,1600,1662.5,1699,1650,1650,1700,1750,1675,1650,1695,1695,1700,1685,1650,1650,1705,1700,1700,1750,1797.5,1800,1750
"78109","Converse","TX","San Antonio-New Braunfels","Bexar County",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450,1450,1450,1437.5,1462.5,1475,1495,1525,1545,1545,1495,1450,1495,1495,1497,1525,1550,1549.5,1595,1550,1595,1600
"43201","Columbus","OH","Columbus","Franklin County",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1840,1800,1800,1740,1700,1700,1600,1600,1600,1875,2020,2020,1955,1900,1900,1900,1850,1800,1800,1650,1800,1790,2100
"32824","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574,1587.5,1662.5,1695,1639.5,1600,1625,1695,1695,1755,1720.5,1750,1799,1749.5,1749,1767.5,1760,1800,1850,1847.5,1800,1850,1860,1875,1875,1863,1880,1850,1900,1890,1877,1882.5,1979,1940,1927.5
"89131","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1730,1695,1695,1600,1597,1677.5,1695,1695,1680,1695,1697,1800,1800,1850,1772.5,1837.5,1785,1797.5,1797.5,1785,1790,1705,2000,2050,1857.5,1775,1750,1740
"33177","South Miami Heights","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296,2250,2215,2200,2250,2200,2229,2200,2199,2200,2200,2200,2055,2124.5,2100,2200,2200,2287.5,2222.5,2212.5,2342.5
"30813","Grovetown","GA","Augusta-Richmond County","Columbia County",143,,,,,,,,,,,,,,,,,,,,,,,,,,1285,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1285,1300,1300,1300,1350,1395,1395,1395,1350,1375,1250,1312.5,1262.5,1300,1350,1350,1400,1400,1400,1350,1350,1395,1425,1397.5,1375,1362.5,1350,1350,1325,1395,1450,1400,1412.5,1400,1400,1400,1400,1395,1395,1400,1400,1400,1400,1425,1500,1485,1422.5
"75013","Allen","TX","Dallas-Fort Worth-Arlington","Collin County",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2297.5,2425,2450,2425,2348,2475,2400,2397.5,2500,2372.5,2500,2300,2295,2300,2300,2300,2447.5,2595,2400,2450,2395,2390,2390,2392.5,2597.5,2595,2570,2472.5,2600,2450,2300,2275
"92009","Carlsbad","CA","San Diego-Carlsbad","San Diego County",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,3695,3672.5,3695,4045,3950,3800,3855,3925,3995,4137.5,3850,4100,4195,4350,3749,3797.5,3882.5,3897.5,3700,3872.5,4000,4100,4250,4200,3995,3975
"30519","Buford","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",146,,,,,,,,,,,,,,,,1295,1297.5,1350,1350,1297.5,1295,1395,1375,1350,1395,1395,1395,1395,1310,1350,1362.5,1395,1397.5,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1550,1542.5,1500,1500,1525,1500,1507,1507.5,1500,1460,1522.5,1550,1595,1600,1610,1650,1640.5,1670,1650,1650,1650,1650,1676,1695,1700,1700,1710,1750,1700,1690,1700,1662.5,1700,1749,1763.5,1770,1750,1750,1789.5,1784,1770,1750,1750
"32712","Apopka","FL","Orlando-Kissimmee-Sanford","Orange County",147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1810,1750,1755,1779.5,1783,1775,1800,1815.5,1795,1799,1795,1815,1795,1822.5,1875,1860,1797.5,1795,1795,1800,1855,1956,1956,1907.5,1917.5,1900,1978.5,1962.5
"02127","Boston","MA","Boston-Cambridge-Newton","Suffolk County",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,4400,4800,4800,4800,4400,4200,4000,3900,4050,4200,4000,3995,4600,4500,4500,4800,4800,4500,4400,4000,4000,4000,4200,4025,4700,4972.5,4800,4800,4500,4500,4500
"33196","The Hammocks","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",149,,,,,2200,2200,2200,2300,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2290,2300,2200,2195,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2292,2299,2282,2289,2299,2299,2259,2295,2250,2295,2300,2300,2300,2300,2300,2300,2200,2275,2312.5,2272.5,2300,2300,2242.5,2285,2300,2400,2325,2300,2300,2300,2250,2450,2350,2500,2375,2450,2385,2250,2225,2285,2300,2293.5,2397.5,2400,2400,2400,2462.5,2500,2500,2500,2475,2500,2500,2450,2500,2532.5,2500,2500,2500,2500,2509.5,2500,2499.5,2450,2450,2487,2495,2498,2450,2445,2495,2437.5
"30039","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1467,1495,1479.5,1487,1559,1539.5,1499,1495,1487.5,1495,1495,1495,1505.5,1500,1564,1560.5,1556,1562,1549.5,1550,1506,1500,1520,1581,1582.5,1615,1600,1650,1650,1620,1630,1592.5
"19121","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",151,,,,,,,,,,,,2200,2400,2280,2300,2200,2195,2100,2000,2000,2000,2100,2195,2200,2200,2200,2260,2260,2100,2100,2000,2000,2000,2200,2400,2100,2200,2200,2200,2200,2092,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2100,2100,2000,2000,2100,2200,2200,2200,2200,2200,2200,2200,2200,2100,2000,2000,2000,2200,2200,2400,2200,2200,2200,2200,2200,2200,2200,2200,2250,2400,2300,2300,2300,2260,2200,2200,2200,2150,2100,2100,2340,2400,2400,2400,2400,2320,2300,2300,2200,2200,2100,2100,2000
"77044","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1575,1587.5,1562.5,1550,1550,1525,1525,1525,1525,1547,1687.5,1550,1525,1599,1830,1895
"91765","Diamond Bar","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899,2850,2800,2800,2850,2850,2850,2950,2950,2975,2997.5,2950,3000,2987.5,2950,2950,3100,3000,2950,2900,2950,2950,2950,2975,2950,2997.5,2950,3000,2950,3000,2950,3125
"02130","Boston","MA","Boston-Cambridge-Newton","Suffolk County",154,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3050,3200,3100,3200,3200,3000,2975,3200,3200,3200,3000,3000,3000,3000,3100,3000,3000,3000,3000,3000,3325,3300,3400,3400,3400,3300,3200,3200,3000,3000,3000,3200,3400,3500,3400,3400,3500,3400,3400,3400,3350,3100,3200,2975,3300,3450,3400,3600,3600,3600,3600,3495,3495,3495,3500,3600,3600,3600,3600,3600,3695,3700,3700,3500,3400,3300,3300,3300,3500,3500,3600,3600,3600,3600,3695,3695,3400
"77498","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1850,1850,1850,1800,1797.5,1850,1825,1850,1875,1875,1875,1800,1812.5,1795,1850,1825,1750,1750,1750,1700,1700,1700,1700,1700,1750,1850,1900,1800,1850,1800
"90275","Rancho Palos Verdes","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950,4600,4650,4500,4550,4500,4497.5,4500,4400,4400,4899,4600,4750,5000,4600,4575
"02472","Watertown","MA","Boston-Cambridge-Newton","Middlesex County",157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,2950,2900,2950,2900,2850,2850,2850,3300,3250,3250,3200,3000,3000,3000,2875,2800,2800,3000,3100,3150,3200,3200,3300,3250,3275,3200,3200
"33018","Hialeah","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2700,2750,2700,2675,2750,2700,2737.5,2787.5,2787.5,2700,2650,2650,2600,2700,2700,2725,2675,2700,2775,2700,2700,2700,2700,2700,2700,2700,2700,2775,2750,2800,2850,2825
"30019","Dacula","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5,1600,1642,1600,1587,1575,1580,1545,1595,1550,1595,1600,1675,1670,1700,1650,1650,1650,1695,1687.5,1687.5,1697.5,1700,1672.5,1695,1695,1807.5,1755,1795,1800,1697.5
"89128","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1475,1697.5,1600,1650,1737.5,1650,1650,1600,1595,1605,1600,1600,1700,1795,1699,1712,1750,1795,1795,1724.5,1699.5,1750,1825,1860,1975,1800,1895,1950,1870,1892.5,1885
"33428","Boca Raton","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2796,2757,2700,2760,2775,2725,2690,2587.5,2799.5,2850,2825,2800,2800,2875,2725,2750,2775,2975,2925,2800
"33032","Princeton","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2050,1875,1800,1800,1900,2000,2000,1974.5,1949.5,1950,1950,1950,1950,1900,1950,1950,2000,1987,1962.5,1975,2000,1950,2000,1950,1900,1950,1950,1900,1950,2000,2050,2100,2125,2200,2150,2200,2189
"02128","Boston","MA","Boston-Cambridge-Newton","Suffolk County",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2950,2900,2900,2972.5,3100,3000,3000,3000,3000,3100,3100,3100,3100,3200,3200,3100,3100,3075,3000,3000,3000,3250,3300,3300,3300,3250,3200,3200,3200,3000
"02139","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",164,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,3999,4000,3750,3800,3800,3700,3975,3900,3800,3800,3925,3950,3900,3850,3800,4000,4000,3800,3599,3500,3574.5,3699.5,3800,3925,4000,4000,4000,3800,3800,3600,3300,3250,3350,3500,3625,4000,4000,4300,4100,4000,4125,4000,3750,3950,3800,4000,4100,4100,4250,4399,4400,4275,4200,4150,4000,4000,4000,4000,4500,4499,4400,4400,4299,4400,4400,4250,4650,4600,4450,4500,4650,4650,4575,4550,4550,4400,4150,4000
"11237","New York","NY","New York-Newark-Jersey City","Kings County",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697,3650,3762.5,3799,3780,3600,3400,3500,3400,3400,3483,3200,3687,3799,3800,3999,3700,3695,3695
"02138","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,4500,4800,4600,4500,4500,4500,4000,4000,4000,4000,3995,4000,4400,4400,4400,4300,4200,4400,4400,4199.5,4200,4400,4400,4600,4600,4600,4595,4800,4800,4800
"33193","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2400,2325,2310,2210,2237.5,2430,2375,2365,2367.5,2485,2365,2464.5,2474.5,2450,2400,2400,2499,2500,2500,2445,2370,2400,2314.5,2300,2435,2500,2430,2345,2450,2415,2375
"94582","San Ramon","CA","San Francisco-Oakland-Hayward","Contra Costa County",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4100,4150,4300,4300,4450,4500,4350,4250,4295,4100,3995,4200,4200,4200,4000,4195,4100,4000,4000,4100,3800,3950,4000,4000,4000,3950,4000,4300,4100,4000,3900,3900
"89139","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519,1597.5,1525,1595,1600,1695,1600,1600,1662.5,1650,1650,1750,1895,1699,1645,1650,1695,1800,1850,1750,1710,1795.5,1795,1772.5,1800,1997.5,1995,2000,1800,1797.5,1775,1792.5
"77079","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3500,3495,3200,3500,3200,3397.5,3500,3397.5,3047.5,3047.5,3300,3210,3200,3170
"98006","Bellevue","WA","Seattle-Tacoma-Bellevue","King County",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3500,3495,3400,3300,3500,3599,3300,3300,3200,3200,3200,3350,3395,3225,3495,3495,3350,3400,3300,3300,3250,3600,3550,3500,3450,3297,3440,3380,3400,3450,3200,3195
"02446","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",172,,,,,,,,,,,,3300,3400,3425,3500,3600,3600,3600,3600,3600,3600,3697.5,3700,3700,3700,3750,3800,3800,3800,3800,3800,3700,3700,3697,3800,3800,3900,3997,4000,4100,3995,3950,3900,3800,3700,3700,3800,3900,3950,4000,4000,4000,4000,4000,3995,3950,3800,3800,3950,4000,4200,4200,4150,4100,4000,4000,3995,3950,3900,3800,3800,4100,4400,4450,4200,4200,4200,4100,4100,4100,4100,4000,4450,4700,4500,4500,4500,4400,4400,4500,4800,4650,4475,4400,4575,4600,4700,4700,4700,4700,4600,4500,4400,4400,4400
"76227","Aubrey","TX","Dallas-Fort Worth-Arlington","Denton County",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1839,1700,1812.5,1875,1862.5,1850,1912.5,1871,1850,1819.5,1858,1866,1854,1803,1826,1875,1895,1865,1850,1850
"32092","Saint Augustine","FL","Jacksonville","Saint Johns County",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1775,1797.5,1862.5,1875,1895,1895,1895,1885,1812.5,1847.5,1925,1895,1895,1967.5,1925,1992.5,1995,1995,1950,1932,1850,1850,1850,1850,1932.5,1945,1950,2000,2097.5,2075,2025,1999
"92591","Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2172.5,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300,2300,2350,2325,2300,2250,2295,2395,2275,2200,2362.5,2250,2295,2320,2499.5,2500,2450,2450,2350
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",176,,2450,2500,2600,2545,2500,2600,2650,2625,2697.5,2625,2600,2500,2500,2600,2700,2600,2600,2570,2600,2672.5,2650,2595,2650,2700,2600,2700,2800,2650,2625,2600,2650,2600,2595,2525,2500,2600,2575,2587.5,2575,2600,2700,2600,2672.5,2600,2525,2500,2500,2570,2500,2500,2600,2625,2600,2624.5,2600,2650,2600,2600,2600,2700,2650,2600,2637.5,2595,2680,2597.5,2600,2695,2695,2500,2500,2700,2680,2650,2679,2685,2625,2700,2700,2650,2600,2675,2662.5,2750,2762.5,2800,2700,2857.5,2800,2792.5,2695,2837.5,2875,3000,3000,3050,3100,3040,2900,2850,2900,2900,2900,2799
"94531","Antioch","CA","San Francisco-Oakland-Hayward","Contra Costa County",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2400,2400,2400,2400,2400,2495,2500,2400,2495,2472.5,2500,2500,2500,2500,2500,2600,2600,2625,2650,2550,2595,2695,2595
"32065","Orange Park","FL","Jacksonville","Clay County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1600,1620,1600,1595,1592.5,1600,1695,1684,1600,1695,1700,1695,1715,1650,1605,1641,1620,1662.5,1749.5,1750,1795,1800,1700,1774,1700
"73012","Edmond","OK","Oklahoma City","Oklahoma County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1972.5,1875,1822.5,1922.5,1762.5,1595,1870,1795,1785,1897.5,1747.5,1965,1950,1949,1922,2000
"95835","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.5,2099,2099,2195,2100,2100,2172.5,2195,2195,2197.5,2295,2250,2297.5,2300,2205,2195,2200,2187.5,2195,2295,2295,2297,2350,2385,2299,2295
"77073","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450,1425,1425,1450,1500,1500,1495,1495,1495,1460.5,1475,1485,1500,1500,1505,1525,1525,1500,1500,1500,1512.5
"33071","Coral Springs","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611,2695,2600,2600,2600,2600,2626,2600,2750,2800,2750,2700,2700,2625
"77389","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2540,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500,2445,2300,2250,2400,2490,2500,2500,2400,2400,2300,2200,2200,2225,2474.5,2325,2350,2400,2500,2395,2400,2480
"20007","Washington","DC","Washington-Arlington-Alexandria","District of Columbia",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,5000,4950,5500,5800,5450,5500,4875,4200,3950,4200,4400,4975,5050,5200,5950,5800,6200
"89135","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,2075,2132.5,2150,2175,2100,2000,2000,2050,2032.5,2100,2150,2172.5,2250,2222.5,2075,2437.5,2800,2500,2500,2349,2495,2899,2722.5,2650,2700,2399,2200
"75033","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2250,2500,2550,2500,2475,2400,2395,2372.5,2250,2300,2400,2375,2350,2350,2397.5,2500,2495,2450,2497.5,2422.5,2500,2495,2490,2500,2600,2450,2495,2497.5,2490,2437.5,2400
"34758","Poinciana","FL","Orlando-Kissimmee-Sanford","Osceola County",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1497.5,1500,1500,1550,1550,1600,1500,1465,1450,1500,1500,1499,1530,1525,1550,1570,1557.5,1600,1620.5,1590
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2999,2975,2925,2950,3000,3000,2995,3050,2950,3000,3100,3100,2950,2950,3000,3145,3000,3025,3250,3200,3000
"77493","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1700,1792.5,1800,1812.5,1800,1800,1850,1900,1850,1850,1750,1712.5,1700,1800,1800,1825,1825,1825,1825,1825,1825,1825,1775,1825,1797.5,1795,1800,1825,1800,1800,1862.5,1850
