"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"30253","McDonough","GA","Atlanta-Sandy Springs-Roswell","Henry County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,1400,1409.5,1400,1395,1450,1455,1482.5,1447.5,1445,1427.5,1422.5,1410,1412.5,1450,1475,1547.5,1550,1582.5,1575,1560,1595,1575,1588,1525,1520,1540,1550,1585,1545,1622.5,1625,1600
"75002","Allen","TX","Dallas-Fort Worth-Arlington","Collin County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1900,1950,1995,2000,2011.5,2000,2000,2025,1975,1950,1960,1950,1950,2000,2062.5,1995,1995,1995,2022.5,2015,1997.5,1995,2075,2062.5,2050,2022.5,2050,2050,2025,2100,2100,2060
"33467","Greenacres","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2500,2522.5,2625,2600,2500,2470,2500,2500,2500,2500,2500,2514.5,2585,2600,2509.5
"33157","Village of Palmetto Bay","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,2750.5,2969,3100,2600,2817.5,3190,3195,3000,3075,3250,3000,2970,3000,2650,3050,3000,2895,3000,2665,2750,2800,2825,3050,3150,3000,3200,3000,2995
"78254","San Antonio","TX","San Antonio-New Braunfels","Bexar County",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.5,1650,1695,1650,1650,1612.5,1597.5,1650,1725,1650,1600,1575,1622.5,1595,1600,1650,1695,1650,1650,1625,1672.5,1697.5,1825,1700,1700,1637.5,1597.5,1672.5,1695,1697.5,1750,1695,1700
"94513","Brentwood","CA","San Francisco-Oakland-Hayward","Contra Costa County",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2495,2425,2495,2500,2497.5,2450,2400,2400,2375,2400,2400,2437.5,2550,2695,2600,2600,2600,2695,2650,2580,2600,2500,2500,2590,2797.5,2750,2750,2777,2700,2600,2700,2700,2697.5,2700,2786,2715,2850,2850,2800,2800,2850,2900
"60637","Chicago","IL","Chicago-Naperville-Elgin","Cook County",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1300,1300,1300,1300,1250,1250,1250,1300,1345,1347.5,1292,1250,1300,1350,1350,1300,1350,1350,1300,1300,1300,1350,1350,1400,1500,1350,1400,1450,1400,1350,1350,1400
"30066","Marietta","GA","Atlanta-Sandy Springs-Roswell","Cobb County",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.5,1850,1937.5,1886,1995,1913,1895,1895,1895,1895,1895,1910,1835,1950,1995,1950,1900,1995,1982.5
"77346","Atascocita","TX","Houston-The Woodlands-Sugar Land","Harris County",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1700,1637.5,1600,1625,1650,1700,1775,1697.5,1700,1744.5,1714.5,1700,1762.5,1795,1800,1762.5,1750,1775,1767,1799.5,1775,1754.5,1775,1750,1787,1824.5,1995,1825,1729,1727,1800,1750,1725,1719,1625,1790,1799.5,1792,1795,1795,1812.5,1795,1795,1750,1750,1750,1750,1795,1782.5,1850,1950,1900,1890,1850,1850,1750,1695,1695,1765,1750,1850,1850,1850,1845,1850,1825,1795,1790
"75070","McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",83,,,1597.5,1662.5,1650,1600,1650,1650,1750,1695,1650,1650,1657.5,1725,1650,1797.5,1700,1700,1750,1795,1700,1750,1750,1762.5,1848.5,1795,1750,1750,1797.5,1750,1795,1795,1795,1750,1750,1750,1725,1750,1750,1795,1825,1800,1800,1850,1800,1800,1800,1800,1812.5,1800,1850,1845,1895,1900,1895,1850,1895,1895,1875,1895,1850,1800,1850,1900,1992.5,1995,2000,1961.5,1997.5,1972.5,1972.5,1950,1900,1900,1995,1995,1995,1958,1900,1995,1988.5,1900,1900,1900,1900,1962.5,1985,2025,2095,2100,2050,1995,1977.5,2003,2162.5,2200,2095,2095,2100,2100,2152,2163.5,2163,2100,1995
"10031","New York","NY","New York-Newark-Jersey City","New York County",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3450,3400,3400,3500,3489.5,3500,3447.5,3500,3400,3295,3393,3397.5,3547.5,3397.5,3497.5,3600,3595,3595,3795,3645,3529,3400,3395,3500,3400,3400,3572.5,3595,3595,3595,3500,3620
"96706","Ewa Beach","HI","Urban Honolulu","Honolulu County",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3300,3350,3347.5,3300,3300,3300,3195,3000,3000,3100,3200,2950,3200,3200,3300,3425,3287.5,3300,3500,3100,3000,3000,2880,2825,3000,3100,3100,3400,3200,3200,3100
"77375","Tomball","TX","Houston-The Woodlands-Sugar Land","Harris County",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1662.5,1675,1675,1800,1950,1997.5,1872.5,1850,1800,1850,1800,1850,1875,1900,1975,2000,1997.5,1972.5,2100,1900,1900,1845,1795,1775,1850,1850,1895,1895,2019.5,1947.5,1925,1900,1900
"92620","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,4000,4100,4100,4000,4295,4100,4000,4050,4050,4095,4200,4000,4100,4000,4100,4300,4200,4145,4200,4200,4190,4200,4200,4200,4150,4150,4100,4200,4200,4200,4300,4300
"19104","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2450,2400,2200,2347.5,2200,2200,2400,2400,2500,2450,2500,2450,2500,2500,2425,2400,2400,2500,2500,2500,2550,2600,2500,2400,2400,2200,2200,2200,2200
"89148","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",89,,,,,,,,,,,,,1520,1495,1495,1450,1445,1495,1400,1395,1397.5,1395,1350,1350,1350,1350,1395,1495,1500,1475,1475,1450,1472.5,1450,1395,1400,1400,1450,1450,1450,1500,1522.5,1450,1500,1500,1450,1450,1462.5,1495,1450,1450,1499,1450,1400,1500,1595,1495,1495,1535,1500,1595,1595,1550,1495,1550,1550,1500,1450,1497,1495,1572.5,1500,1575,1632.5,1625,1650,1650,1600,1650,1695,1650,1650,1650,1650,1650,1662.5,1695,1695,1707.5,1795,1800,1750,1697.5,1712.5,1700,1800,1767.5,1795,1800,1850,1795,1825,1825,1800,1797.5
"89074","Henderson","NV","Las Vegas-Henderson-Paradise","Clark County",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637.5,1650,1525,1695,1587.5,1724.5,1750,1750,1725,1700,1750,1795,1799.5,1600,1600,1750,1795,1795,1795,1760,1995,1875,1795,1900,1892,1899,1975,1872.5,1895,1800,1795,1997.5,2075,1905,1995,1925,2037,1997
"83646","Meridian","ID","Boise City","Ada County",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1700,1750,1772.5,1797.5,1672.5,1595,1662.5,1685,1650,1750,1772.5,1850,1850,1849.5,1850,1795
"33414","Wellington","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2500,2690,2650,2650,2605,2800,2987.5,3000,2700,2685,2625,2600,2525,2600,2670,2695,3000,3000,3000
"30101","Acworth","GA","Atlanta-Sandy Springs-Roswell","Cobb County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1550,1645,1617.5,1600,1600,1645,1620,1622.5,1650,1600,1597.5,1650,1700,1695,1650,1650,1695,1700,1800,1665,1732.5,1700,1776,1772.5,1840,1795,1750,1750,1750,1750,1745,1700
"92618","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange County",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4125,4100,4200,4100,4150,4200,4150,4200,4250,4000,4200,4195,4150,4350,4500,4500,4290,4450,4325,4350,4000,4000,4100,4200,4200,4200,4250,4500,4500,4575,4500
"92130","San Diego","CA","San Diego-Carlsbad","San Diego County",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195,4295,4500,4500,4595,4400,4200,4325,4450,4500,4500,4500,4500,4500,4500,4600,4650,4400,4500,4600,4500,4400,4500,4500,4500,4600,4500,4850,4750,4700,4587.5,4500,4500
"77070","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,1625,1795,1700,1747.5,1700,1700,1700,1695,1750,1700,1750,1797.5,1800,1750,1700,1775,1800,1900,1825,1750,1750,1750,1762.5,1762.5,1777.5,1800,1949.5,1974.5,2000,1952.5,1885
"77373","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1459,1450,1475,1550,1600,1530,1550,1500,1550,1575,1620,1650,1625,1600,1625,1650,1625,1600,1600,1600,1600,1595,1555,1550,1675,1700,1650,1550,1595,1588,1610
"07305","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2000,2000,1949.5,2000,1995,1900,1925,1900,1900,1900,1995,1924.5,1950,1884.5,1950,1950
"02135","Boston","MA","Boston-Cambridge-Newton","Suffolk County",99,2600,2600,2600,2600,2550,2500,2500,2500,2550,2600,2700,2800,2700,2600,2650,2700,2750,2700,2724.5,2682.5,2800,2900,2800,2800,2800,2900,2950,2950,3000,3000,3000,3000,3000,2950,2950,2950,2999,3000,3000,3100,3100,3000,3100,3100,3200,3149.5,3199.5,3200,3200,3100,3100,3200,3200,3100,3100,3100,3100,3000,3099,3100,3200,3200,3200,3300,3300,3300,3300,3200,3200,3200,3200,3150,3400,3400,3400,3400,3400,3400,3400,3400,3400,3300,3300,3400,3395,3400,3400,3400,3500,3450,3400,3400,3400,3300,3300,3350,3400,3400,3450,3500,3500,3500,3500,3495,3400
"92563","Murrieta","CA","Riverside-San Bernardino-Ontario","Riverside County",100,,,,,,,1872.5,1972.5,1895,1895,1897.5,1950,1950,1897.5,1900,1900,1900,1900,1850,1850,1850,1850,1895,1895,1900,1895,1895,1895,1900,1900,1900,1900,1899.5,1900,1900,1895,1899,1895,1875,1895,1962.5,1937.5,1907.5,1950,1995,1975,1950,1937.5,1950,1937.5,1926.5,1998,2000,2000,2072.5,1999,1995,1995,2095,2000,1995,2000,2000,1995,2050,2100,2000,2100,2195,2091,2095,2095,2098,2195,2195,2197.5,2200,2150,2225,2295,2275,2272.5,2200,2185,2200,2295,2295,2325,2295,2295,2295,2395,2295,2225,2235,2285,2295,2297.5,2300,2295,2300,2395,2395,2375,2350
"33578","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1530,1550,1517,1525,1550,1600,1610,1587.5,1600,1550,1550,1585,1550,1597.5,1600,1675,1675,1690,1695,1655,1650,1650,1650,1650,1695,1749.5,1750,1750,1750,1749.5,1767.5,1782.5
"06511","New Haven","CT","New Haven-Milford","New Haven County",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1600,1650,1700,1562.5,1597.5,1650,1650,1650,1650,1595,1650,1697.5,1750,1650,1747.5,1825,1684,1625,1667,1625,1600,1692,1750,1825,1800,1700,1700,1700,1700,1695
"89147","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",103,,,,,,,,,,,,,1300,1300,1300,1350,1350,1350,1350,1350,1350,1300,1300,1297.5,1300,1300,1350,1495,1450,1400,1322.5,1300,1375,1385,1395,1395,1375,1400,1400,1400,1400,1420,1432.5,1375,1450,1450,1395,1395,1467.5,1425,1400,1450,1467.5,1450,1485,1496.5,1350,1400,1400,1395,1407.5,1500,1600,1535,1495,1550,1530,1395,1450,1487.5,1399,1485,1400,1450,1500,1650,1600,1650,1650,1574,1550,1550,1547.5,1595,1650,1600,1695,1697.5,1672.5,1650,1700,1750,1750,1700,1700,1795,1700,1699,1772.5,1750,1750,1887.5,1895,1792.5,1789.5
"30144","Kennesaw","GA","Atlanta-Sandy Springs-Roswell","Cobb County",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.5,1660,1649,1695,1695,1799,1750,1805,1745,1775,1812.5,1783.5
"29229","Columbia","SC","Columbia","Richland County",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1350,1350,1397.5,1435,1537.5,1495,1460,1400,1450,1400,1397.5,1390,1357.5,1400,1435,1425,1425,1450,1450,1400,1437.5,1495,1412.5,1400,1440,1465,1470,1500,1500,1550,1499,1485
"75068","Little Elm","TX","Dallas-Fort Worth-Arlington","Denton County",106,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1650,1650,1600,1625,1600,1595,1595,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1699.5,1725,1697.5,1750,1795,1797.5,1850,1850,1800,1785,1840,1895,1825,1850,1822.5,2000,1795,1750,1897.5,1850,1925,1800,1795,1796.5,1875,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850,1850,1950,1950,1987.5,1950,1950,1895,1990,1945,1892.5,1900,1995,2100,2100,1995,2040,2100,2097,2000,1995,2075
"33178","Doral","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",107,2500,2500,2500,2600,2550,2695,2600,2600,2600,2600,2600,2600,2697.5,2650,2700,2700,2750,2700,2800,2600,2600,2700,2700,2700,2625,2600,2625,2750,2800,2750,2750,2700,2650,2650,2650,2650,2650,2650,2600,2600,2700,2770,2800,2800,2775,2750,2700,2700,2700,2800,2850,2850,2900,3000,2850,2900,2950,3000,2950,2925,2900,2950,2950,2970,3000,2860,2850,2900,2975,2900,2874.5,2775,2800,2874.5,2900,2899.5,2825,2950,2997.5,2900,2900,2900,2900,2937.5,2912.5,2950,3000,3050,3100,3000,3000,2990,2970,2950,2950,2900,2900,2900,2950,2950,2970,2900,2900,3000,3000
"30114","Canton","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.5,1517,1500,1554.5,1550,1550,1612.5,1600,1587.5,1580,1565,1575,1600,1582.5,1595,1595.5,1645,1645,1595,1595.5,1539,1512.5,1595,1602,1680,1685,1675,1695,1730,1700,1716,1720,1707.5,1700
"75071","McKinney","TX","Dallas-Fort Worth-Arlington","Collin County",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1800,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850,1850,1900,1900,1895,1995,1995,1972.5,1925,1875,1975,1950,1995,1995,1972.5,2027.5,2195,1997.5,1995,1950,1945,1945
"65202","Columbia","MO","Columbia","Boone County",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.5,900,900,900,925,950,950,950,925,950,950,925,950,950,925,925,950,950,925,950,950,955,950,925,927.5,950,950,950,950,950,995,997.5
"75093","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,3100,2900,2991.5,2900,3005,2819,3099,3099,3012,2900,3074,2950,3024,2929.5
"75034","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100,2995,3000,3100,3000,2950,2950,3025,3050,2999.5,3100,2950,2950,2950,2850,2950,2650,2549,2950,3100,3037,2800,2775,2900
"77407","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1850,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900,1850,1825,1850,1850,1900,1900,1900,2000,1950,1900,1950,1970,1999,1950,1950,1950,1785,1890,1900,1950,2000
"92880","Eastvale","CA","Riverside-San Bernardino-Ontario","Riverside County",114,,,,,,,,,,,,,2300,2300,2300,2350,2300,2300,2300,2300,2300,2295,2300,2300,2300,2300,2300,2300,2290,2265,2300,2300,2300,2350,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2300,2350,2300,2300,2300,2300,2300,2350,2300,2400,2400,2400,2400,2400,2400,2400,2400,2400,2412.5,2450,2400,2450,2500,2500,2300,2475,2500,2500,2499,2550,2550,2600,2587,2550,2550,2550,2550,2550,2500,2500,2500,2500,2572.5,2595,2600,2600,2600,2600,2600,2625,2600,2600,2600,2600,2600,2600,2600,2650,2650,2690,2600
"89129","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.5,1495,1495,1500,1495,1511,1612.5,1500,1495,1580,1587.5,1547.5,1500,1500,1550,1650,1650,1650,1590,1599,1595,1610,1672.5,1645,1617.5,1617.5,1695,1772.5,1737.5,1690,1690,1725,1695
"22554","Stafford","VA","Washington-Arlington-Alexandria","Stafford County",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175,2150,2150,2200,2250,2200,2275,2300,2200,2195,2200,2175,2200,2100,2200,2200,2330,2300,2300,2250,2272.5,2300
"78258","San Antonio","TX","San Antonio-New Braunfels","Bexar County",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2254,2089,2119.5,2195,2200,2195,2200,2283.5,2200,2287,2350,2250,2265,2295,2300,2295,2265,2275,2395,2295,2200,2300,2283.5,2310,2310
"33033","Homestead","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1600,1700,1800,1800,1800,1800,1850,1800,1825,1800,1850,1900,1900,1900,1800,1800,1850,1850,1875,1922.5,1900,1925,1900,1900,1935,1900,1862.5,1900,1917.5,1950,2000,2020,1962.5,2000,2000
"75025","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2100,1995,2075,2150,2100,2195,2250,2200,2197.5,2150,2150,2100,2000,2000,2100,2100,2100,2100,2150,2195,2200,2250,2225,2147,2100,2125,2195,2197.5,2225,2300,2292.5,2297.5,2295,2262.5,2250
"47401","Bloomington","IN","Bloomington","Monroe County",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,2950,2950,2775,2749.5,2625,2625,2400,2400,2500,2500,2800,3000,2800,2900,3000,2900
"66502","Manhattan","KS","Manhattan","Riley County",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1440,1440,1400,1345,1325,1340,1275,1225,1200,1145,1260,1400,1400,1440,1395,1380,1300,1250,1200,1200,1200,1250,1350,1400,1400,1400,1400,1350,1295,1250,1200,1200,1150
"32837","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,1947.5,1938,1950,1950,2000,1995,1995,1995,2000,2100,2100,1987.5,1925,2050,2195,2100,2122.5,2050,2025,2045,1997,1995
"75024","Plano","TX","Dallas-Fort Worth-Arlington","Collin County",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.5,2425,2292.5,2295,2345,2400,2300,2422.5,2400,2200,2200,2250,2300,2262.5,2200,2147.5,2375,2500,2425,2295,2400,2400,2400,2495,2400,2425,2400,2400,2400,2500,2495,2550,2597.5
"84043","Lehi","UT","Provo-Orem","Utah County",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1895,1850,1799,1779,1750,1795,1795,1900,1850,1895,1850,1800,1872.5,1800
"92037","San Diego","CA","San Diego-Carlsbad","San Diego County",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,7500,8000,8400,8000,7550,8000,7997.5,7995,7450,7500,8225,7500,7500,7995,7550,7350,6925,6995,8000,7400,8000,8300,9000,8500,8250,8000,7750,8000,7250,7500
"30809","Evans","GA","Augusta-Richmond County","Columbia County",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1500,1575,1595,1562.5,1595,1600,1597.5,1550,1550,1595,1575,1595,1622.5,1550,1575,1562.5,1599,1650,1600,1550,1650,1675,1685,1600,1550,1600,1550,1650,1700,1700,1695,1650,1624.5
"77406","Richmond","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1850,1800,1885,1985,1950,1985,2050,1999.5,1995,1900,1995,2000,1900,1900,1900,1972.5,2100,2100,1962.5,1950,1950,1850,1800,1797.5,1800,1875,2000,1825,1850,1850,1875,1900
"53703","Madison","WI","Madison","Dane County",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107.5,2185,2090,2185,2090,2090,2000,1977.5,1915,1845,1995,2185,2185,2185,1995,2007.5,1997,1990,1947.5,1935,1837.5,1810,1895,2145
"30518","Sugar Hill","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1650,1625,1625,1695,1699.5,1650,1640,1610,1600,1600,1612.5,1699.5,1722.5,1725,1737.5,1786,1800,1705,1695,1657.5,1700,1750,1730,1784,1803,1810,1750,1750,1750,1750,1737.5
"32259","Fruit Cove","FL","Jacksonville","Saint Johns County",130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1872.5,1900,2150,1997.5,2067.5,2102.5,2075,1925,1950,1995,2034.5,2000,1992.5,1992.5,2031,2170,2095,2072.5,2000,2100,2000,2150,2095,2150,2190,2150,2097.5,2195,2195,2122.5,2136,2172.5
"32746","Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,2100,2195,2245,2350,2197.5,2200,2145,2000,2022.5,2047.5,2195,2295,2296,2200,2300,2325,2430,2300,2200,2295,2424.5,2336,2350,2395,2195,2190,2172.5,2395,2298,2281.5,2245
